epoch,accuracy,loss,val_accuracy,val_loss
0,0.540142834186554,1.4831501245498657,0.6706666946411133,1.0863667726516724
1,0.7160000205039978,0.9313035607337952,0.7323333621025085,0.8580674529075623
2,0.7685714364051819,0.7542471885681152,0.7663333415985107,0.7361605763435364
3,0.7932857275009155,0.6540170907974243,0.7883333563804626,0.6683796644210815
4,0.8185714483261108,0.5930061340332031,0.809333324432373,0.6100985407829285
